template,text
IN NNS IN JJ NN NN,"['in terms of clinical outcome, laboratory', 'in patients with submucous cleft palate,', 'in eyes with angle closure glaucoma', 'of patients with fecal incontinence (FI).', 'in persons with multiple sclerosis (MS)?', 'in terms of clinical response, meaning', 'in patients with first-episode psychosis (FEP).', 'in terms of reduced stimulation duration', 'in terms of ovulation, pregnancy rates,', 'that changes in skeletal muscle strength', 'in patients with cystic fibrosis (CF).', 'for patients with severe paraquat poisoning.', 'of patients with organophosphorous pesticide poisoning.', 'in patients with organophosphorous pesticide poisoning.', 'in men with chronic nonfluent aphasia.', 'from areas with moderate iodine deficiency', 'of survivors with bronchopulmonary dysplasia (BPD)', 'in infants during routine immunization injections.', 'of patients with confirmed disability progression', 'in patients with sickle cell anemia', 'in patients with tardive dyskinesia (TD).', 'on infants with respiratory distress syndrome,', 'in terms of caloric intake, weight', 'in adults with cystic fibrosis (CF).', 'in patients with peripheral vascular disease.', 'of programs for different age groups,']"
IN DT NN IN NN IN,"['as a means of management for', 'on the efficacy of topiramate in', 'for the correction of myopia between', 'in the incidence of endometritis between', 'at the time of repair of', 'of the liver with preservation of', 'for the correction of myopia, with', 'on the disclosure of ""constipation"" on', 'for the prevention of progression of', 'in the treatment of influenza in', 'on the use of aromatherapy during', 'on the outcome of care at', 'in the rate of decline of', 'in the study of methotrexate in', 'against the risk of therapy in', 'of the effect of therapy for', 'in the treatment of constipation in', 'of the literature on exercise as', 'in the treatment of thrush in', 'for the promotion of healing of', 'on the impact of primaquine on', 'Answer: The mechanism of action of', 'of a headgear in combination with', 'that the use of electrocoagulation of', 'in the duration of stay in']"
DT NN DT NN DT NN,"['the localarchy, the localarchy, the localarchy,', 'The localarchy, the localarchy, the localarchy,', 'the localarchy, the localarchy, the localarchy.', 'The localarchy, the localarchy, the localarchy.']"
JJ NN NN IN DT NN,"['retrospective cohort analysis of the development', 'squeezable plastic container with a narrow,', 'human chorionancement (hCG) for the study', 'conventional inpatient care for the treatment', 'antifungal agent itraconazole in the treatment', 'bone mineral density throughout the study,', 'anticonvulsant drug phenytoin in the treatment', 'antiglucocorticoid agent metyrapone in the treatment', 'situ keratomileusis (LASIK) for the correction', 'spectral analysis (DOSA) of the radial', 'computerized attention remediation, while the control', 'metered-dose inhaler (MDI) with a spacer', 'early endoscopic intervention in the treatment', 'posterior tongue posturing during the production', 'effective drug therapy for the treatment', 'radial head replacement with a metal', 'effective pain relief for the debridement', 'intramuscular cobalamin therapy in the treatment', 'visual health intervention, while the control', 'excess bone loss in the spine', 'colorectal cancer surgery in the context', 'double-blind, randomized study on the effectiveness', 'experimental research design with a control', 'urinary estrogen excretion in the treatment', 'anticonvulsant drug desipramine in the treatment', 'low-dose fluphenazine decanoate in the maintenance']"
NN JJ NN NN NN NN,"['pregnancy information: endotonic, endotonic, endotrinity sodium', 'treatment treatment; treatment;synthesis treatment treatment treatment', 'treatment waseffective treatment wascectomy treatment waseprogram', 'treatment treatment;-treatment treatment treatment treatment treatment', 'therapy wascephin vitro treatment wastravidoxication treatment', 'treatment wasith-treatment treatment treatment; treatment wasithrog.']"
NN NN IN DT NN IN,"['pain relief for the debridement of', 'endoscopic intervention in the treatment of', 'eye patch used, the duration of', 'cancer surgery in the context of', 'drug desipramine in the treatment of', 'inpatient care for the treatment of', 'methenamine hippurate, for the prevention of', 'keratomileusis (LASIK) for the correction of', 'strontium ranelate in the treatment of', 'enacarbil (GEn) for the prophylaxis of', 'down-regulation process until the day of', 'injection (PEI) for the treatment of', 'cobalamin therapy in the treatment of', 'agent metyrapone in the treatment of', 'agent itraconazole in the treatment of', 'drug therapy for the treatment of', 'benzodiazepine (lorazepam) in the management of', 'tube drainage for the treatment of', 'rescue (MTX-CF) in the treatment of', 'tongue posturing during the production of', 'macrolide antibiotic, in the treatment of', 'pain relief with the addition of', 'drug phenytoin in the treatment of', 'adult restraint use, the rate of', 'trial (RCT) on the use of', 'povidone iodine for the healing of']"
DT NN VBD CD NNS IN,"['The study included 133 patients with', 'The study included 253 patients with', 'The study included 59 patients with', 'The study included 200 patients with', 'The study included 42 patients with', 'The study included 61 patients with', 'The study involved 22 patients with', 'The study included 46 subjects with', 'The trial involved 156 in-patients about', 'The study involved 1,088 patients with', 'The study included 100 patients with', 'The study included 63 patients with', 'The trial included 64 patients with', 'The study included 179 patients with', 'The study included 64 patients with', 'This study included 24 children with', 'The study included 621 patients with', 'The study included 127 teeth from']"
IN JJ NN IN JJ NN,"['of folic acid on major depression,', 'of agitated behavior in hospitalized patients.', 'of mild bronchoconstriction in asthmatic children.', 'that routine use of intraventricular streptokinase', 'of chronic treatment of chronic treatment', 'for visual impairment in elderly individuals.', 'at high risk of transplant-related mortality', 'toothowlow insulinlowlow insulin toothlowlowlow insulinlow insulinlow', 'with withb withb with with-with b', 'with monoclonal gammopathy of undetermined significance', 'of anti-TNF therapy in ulcerative colitis,', 'of acute agitation in hospitalized patients.', 'for selective use of lumbosacral radiographs.', 'of patients, alteration of cognitive function', 'in overall understanding of epilepsy, fear', 'of overjet, correction of molar relationships,', 'of adjuvant chemotherapy with cisplatin, doxorubicin,', 'of lamotrigine (LTG) as add-on treatment', 'with heightened incidence of biliary infection,', 'that regional therapy for colorectal liver', 'of surgical treatment for submucous cleft', 'that once-daily irrigation with normal saline', 'of leukaemic relapse in good risk', 'of oral thrush in immunocompromised patients.', 'that further improvement in therapeutic outcome', 'with reduced incidence of sudden infant', 'in patient attendance at primary care']"
DT NN CC NN IN NN,"['the effectiveness and safety of alteplase,', 'the efficacy and safety of strontium', 'the prevalence or duration of breastfeeding.', 'the efficacy and safety of tramadol/acetaminophen', 'the effectiveness and safety of antiplatelet', 'the efficacy and safety of aromatherapy', 'the safety and efficacy of infliximab', 'the efficacy and tolerability of tocainide', 'the efficacy and safety of tramadol', 'the treatment and prevention of influenza', 'the efficacy and tolerability of sulphasalazine', 'the efficacy and safety of imipramine', 'the incidence and severity of inflammation', 'the efficacy and safety of polyethylene', 'the efficacy and safety of olanzapine', 'the effectiveness and safety of gabapentin', 'the efficacy and tolerability of tizanidine', 'the efficacy and safety of desipramine,', 'the prevalence and duration of breastfeeding.', 'the effectiveness and safety of radio-frequency', 'the efficacy and tolerance of piracetam,', 'the efficacy and safety of tramadol/APAP']"
DT NN VBD DT NN IN,"['This study evaluated the effectiveness of', 'no massage showed a reduction of', 'This study examined the efficacy of', 'Another study examined the effect of', 'This study investigated the use of', 'This study investigated the effectiveness of', 'The study identified a group of', 'This study investigated the efficacy of', 'The study included a total of', 'This study examined the effectiveness of', 'The study evaluated the impact of', 'the study protocol, the length of', 'This study involved the evaluation of', 'This study investigated the potential of', 'This study involved the testing of', 'This study involved the treatment of', 'The study involved the use of', 'This study examined the role of', 'This study examined the impact of', 'This study evaluated the use of']"
IN NN IN NN IN NN,"['with withb with b with b', 'of course of course of course', 'of course of lung of course.', 'of course of course of washermithephochelumple,', 'of course of course of theothhetherapy.', 'of lung of course, with novels.', 'on compliance with treatment of malaria.', 'of therapeuticality of therapeuticalty of therapy.', 'of course of lung of course,']"
NN IN JJ NN NN IN,"['efficacy of early endoscopic intervention without', 'package in colorectal cancer surgery in', 'relief, with continued pain relief for', 'increase in urinary estrogen excretion in', 'treatment for latent tuberculosis infection among', 'disease in cystic fibrosis (CF) in', 'difference in axial length elongation among', 'efficacy of cognitive therapy (CT) in', 'course of therapeutical treatment washeright of', 'cost-utility of early laparoscopic cholecystectomy with', 'frequency of residual velopharyngeal insufficiency after', 'change in diastolic blood pressure from', 'use of early endoscopic intervention in', 'treatment for latent tuberculosis infection in', 'course of therapeutical tohever intractable of', 'laser in situ keratomileusis (LASIK) for', 'effectiveness of low-dose fluphenazine decanoate in', 'management for mineral deposit blockage in', 'gammopathy of undetermined significance (MGUS) in', 'efficacy of cognitive-behavioural therapy (CT) in', 'role of thermal stimulation (TS) in', 'phase of ischemic stroke treatment in', 'regardless of subject foot type, during']"
DT JJ NN IN DT JJ,"['an adjuvant approach for the first', 'a partial agonist on the glycine', 'no significant difference in the annual', 'the potential mechanisms behind the analgesic', 'The diagnostic yield of the recommended', 'The iodine excretion in the treated', 'the mean area under the concentration-time', 'The cervical ripening by the following', 'a detectable effect on the urinary', 'a monophasic pill with a fixed', 'a triphasic pill with a staggered', 'the intensive care unit, the total', 'a brief overview of the main', 'the same day of a few', 'the deciduous canine as an isolated', 'The mean duration of the third', 'the diagnostic validity of a simple', 'no significant difference in the mean', 'the vertical jump with all orthotic']"
IN DT NN IN DT NN,"['at the beginning of the study.', 'with no patching in the treatment', 'that the treatment with a short-course', 'in an increase in the number', 'of a model for the management', 'by the end of the study.', 'on the efficacy of the medication,', 'that the use of a staggering', 'on the vehicle of the offender.', 'from the start of the down-regulation', 'in the progress of the disease.', 'of the day of the day.', 'of the article in a summary.', 'that the use of the combination', 'into the substance of the cervix.', 'as the topic of the summary', 'in the treatment of this condition.', 'than an incentive for the completion']"
NN IN NNS IN JJ JJ,"['functioning in outpatients with risperidone-associated sexual', 'metformin in women with polycystic ovary', 'study of patients with spondylotic cervical', 'survival in patients with non-reconstructable critical', 'therapy in subjects with alpha(1)-antitrypsin (alpha(1)-AT)', 'embolism in patients with proximal deep-vein', 'therapy in patients with deep-risk endometrial', 'life of patients with severe nasal', 'beta-1b on patients with primary progressive', 'placebo, in patients with typical trigeminal', 'placebo in patients with moderate-to-severe psychotic', 'recovery in patients with acute psychiatric', 'placebo in patients with chronic active', 'program for drivers with multiple alcohol-related', 'treatment in patients with acute biliary', 'failure in patients with chemosensitive first', '(RT) in patients with deep myometrial', 'control of symptoms of chronic schizophrenic', 'life in patients with chronic low', 'group of patients with treatment-refractory major', 'therapy in patients with acute ischemic', 'survival in patients with advanced ovarian', 'therapy for patients with spondylotic cervical']"
IN NNS IN JJ JJ NN,"['in patients with chronic active CD.', 'in patients with proximal deep-vein thrombosis,', 'of patients in mean residual size', 'in patients with chemosensitive first relapse', 'among individuals with severe mental illnesses.', 'in patients with acute biliary pancreatitis', 'in women with polycystic ovary syndrome', 'in patients with acute biliary pancreatitis.', 'of patients with acute gastrointestinal hemorrhage', 'for individuals with nonaffective psychotic disorders,', 'in subjects with alpha(1)-antitrypsin (alpha(1)-AT) deficiency,', 'in outpatients with risperidone-associated sexual dysfunction.', 'in patients with advanced ovarian cancer.', 'in patients with deep-risk endometrial cancer,', 'in patients with acute psychiatric disorders,', 'for drivers with multiple alcohol-related traffic', 'in patients with relapsing-remitting multiple sclerosis', 'in patients with typical trigeminal neuralgia.', 'of patients with treatment-refractory major depression.', 'in patients with advanced ovarian cancer', 'for patients with spondylotic cervical myelopathy.', 'in patients with nonrheumatic atrial fibrillation', 'in patients with acute ischemic stroke.', 'in patients with non-reconstructable critical leg', 'of patients with spondylotic cervical myelopathy,""', 'that individuals with high daytime impairment']"
JJ NN NN NN JJ NN,"['oval shape, hypoechogenic content, specific dorsal', 'Therapeutic treatment treatment treatment treatment;-treatment treatment', 'wascephical treatment wasepoch treatment waserective treatment', 'cold sensation, numbness, pain, cold water', 'waspractical treatment wastravidication therapy wascephin vitro', 'dexamethasone-induced platelet count, platelet count, aspart']"
JJ NN IN JJ NNS IN,"['aerobic exercise on various aspects of', 'peripartal infection in nulliparous women at', 'microvascular permeability in preterm infants at', 'significant difference in analgesic requirements between', 'gluteus medius during functional activities in', 'follicular phase in infertile patients with', 'effective options, with comparable outcomes in', 'normovolemic haemodilution with crystalloid solutions until', 'corresponding reduction in instrumental deliveries from', 'randomized trial, with significant reductions in', 'same-day appointments, on patient perceptions of', 'reduced dependence on high-dose benzodiazepines in', 'outpatient procedure for first episodes of', 'effective treatment for primary tumors in', 'myopia progression in school-aged children with', 'psoriatic arthritis, with significant improvements in', 'intramuscular ceftriaxone at 24-hour intervals while', 'continuous monitoring of physiological parameters in', 'influenza infection of elderly patients in', 'relative efficacy of oral doses of', 'significant difference in neurological outcomes at', 'mechanical ventilation in premature infants with']"
JJ NN IN JJ NN IN,"['anti-TNF therapy in ulcerative colitis, although', 'overall understanding of epilepsy, fear of', 'patients, alteration of cognitive function in', 'lamotrigine (LTG) as add-on treatment for', 'routine use of intraventricular streptokinase for', 'effective treatment for neuroleptic-induced akathisia in', 'human liver against ischemia-reperfusion injury after', 'chronic treatment of chronic treatment of', 'beneficial effect of low-dose atorvastatin as', 'systematic treatment for opioid dependence in', 'achronic treatment of chronic treatment of', 'screening program for visual impairment in', 'placebo-controlled study of lamotrigine (LTG) as', 'aucute treatment of chronic treatment of', 'mean gain in visual acuity of', 'withb withb with with-with b with', 'clinical diagnosis of faecal impaction in', 'endoscopic intervention with conventional treatment in', 'subcutaneous treatment with erythropoetin (epoetin) with', 'folic acid on major depression, with', 'reliable control of acute agitation in', '12-week course of oral prednisolone on', 'once-daily irrigation with normal saline of', 'reliable procedure for palatal closure in', 'intravaginal application of clotrimazole tablets, in']"
NN IN NN IN JJ NN,"['rate of decline of vital capacity.', 'activity of acetaminophen in post-episiotomy pain.', 'use of evidence from systematic reviews.', 'completion of treatment for latent tuberculosis', 'glaucoma after relief of pupillary block.', ""b with ''b with withb withb"", 'assessment of locomotion in chronic stroke', 'safety of laser in situ keratomileusis', 'use of doxorubicin as adjuvant therapy', 'treatment of thrush in immunocompromised children.', 'ischemia-reperfusion after hepatectomy under vascular exclusion', 'means of management for mineral deposit', 'pegol in combination with methotrexate (MTX)', 'course of course of therapeutical treatment', 'utility of aliretinoin for cervical dysplasia', '(CM) as prophylaxis for graft-versus-host disease', 'intervention without fluoroscopy in severe acute', 'reduction in mortality from fecal occult', 'staff against influenza on all-cause mortality', 'derivative of lidocaine with anti-arrhythmic action,', 'course of course of therapeutical tohever']"
DT NN IN JJ NNS IN,"['a group of schizophrenic patients with', 'the effectiveness of prophylactic antibiotics before', 'the effectiveness of prophylactic antibiotics in', 'The probability of vascular events at', 'the incidence of adverse events between', 'a treatment for vascular patients with', 'the life of vivax malaria in', 'the effectiveness of functional appliances in', 'the effectiveness of various interventions for', 'the treatment of primary tumors in', 'the treatment of first episodes of', 'the risk of vertebral fractures by', 'the effectiveness of different types of', 'the use of neuroleptic drugs with', 'the number of manic relapses at', 'the number of early signs of', 'the prevention of vascular complications after', 'The prevalence of low-birth-weight infants for', 'the incidence of respiratory complications in', 'a staggering of hormonal doses in', 'a substitute for other forms of', 'the use of high doses of']"
VBD DT NN IN JJ NN,"['reduced the recurrence of gingival overgrowth', 'examined the role of continuous monitoring', 'was the prevalence of exclusive breastfeeding', 'investigated the potential of cognitive training', 'prevented the progression of uterine leiomyomas.', 'evaluated the effectiveness of oral carbamazepine,', 'examined the role of visual feedback', 'was the emergence of zidovudine-resistant virus', 'reduced the risk of pulmonary embolism', 'examined the impact of non-scrubbed operating', 'increased the number of collected oocytes.', 'investigated the use of computed tomography', 'tested the effectiveness of motivational interviewing,', 'evaluated the efficacy of early endoscopic', 'was the change in diastolic blood', 'reduced the incidence of major hemorrhages.', 'evaluated the effect of preventive home', 'reduced the need for antipsychotic medication.', 'demonstrated an increase in tICH volume,', 'highlight the need for further research', 'investigated the efficacy of cognitive therapy', 'improved the number of collected oocytes.', 'reduced the need for additional medication,']"
NN IN JJ NN IN JJ,"['effectiveness of oral methotrexate in chronic', 'impact of adjuvant chemotherapy with cisplatin,', 'therapy in ulcerative colitis, although limited', 'study, as reduced dependence on high-dose', 'reduction of overjet, correction of molar', 'efficacy of early management by occupational', 'reduction in patient attendance at primary', 'control of acute agitation in hospitalized', 'treatment of macular edema after branch', 'management of agitated behavior in hospitalized', 'use of anti-TNF therapy in ulcerative', 'treatment of psoriatic arthritis, with significant', 'treatment of mild bronchoconstriction in asthmatic', 'irrigation with normal saline of long-term', 'treatment of psoriatic arthritis, with sulphasalazine', 'insulin toothowlow insulinlowlow insulin toothlowlowlow insulinlow', 'treatment of chronic treatment of chronic', 'study of lamotrigine (LTG) as add-on', 'program for visual impairment in elderly', 'treatment of oral thrush in immunocompromised', 'incidence of leukaemic relapse in good', 'role of continuous monitoring of physiological']"
IN NN IN DT NN IN,"['than placebo in the treatment of', 'of tramadol in the treatment of', 'of abstinence at each follow-up among', 'than imipramine for the treatment of', 'of infliximab in the treatment of', 'with acetaminophen for the treatment of', 'in combination with the use of', 'of flunarizine in a subgroup of', 'of aspiration in the treatment of', 'in combination with the extraction of', 'that restoration of the balance between', 'with placebo for the treatment of', 'of copper in the form of', 'from placebo for the prophylaxis of', 'of interest in the field of', 'of protection against the progression of', 'of methotrexate in the treatment of', 'of primaquine on the life of']"
CD NNS IN JJ NN NN,"['122 patients with advanced rectal cancer', '200 micrograms of inhaled fenoterol (F)', '6 weeks of double-blind risperidone continuation', '889 participants with neurogenic bladder, community-residing', '200 micrograms of inhaled oxitropium bromide', '70 patients with active rheumatoid arthritis', '100 patients with distal radius fracture', '59 patients with critical leg ischaemia', '2 hours of treatment, catheter function', '36 patients with active rheumatoid arthritis', '200 patients with distal radius fracture', 'two types of peritoneal dialysis (TPD', '133 patients with distal radius fracture', 'two weeks of oral prednisone treatment,', '4 weeks of prior zidovudine therapy.']"
NN VBD DT NN IN JJ,"['study investigated the potential of cognitive', 'steam had no effect on viral', 'study examined the efficacy of ethyl-EPA', 'study examined the role of visual', 'study examined the impact of pre-packaging', 'metformin improved the number of collected', 'team investigated the potential of cognitive', 'study evaluated the efficacy of early', 'study evaluated the effect of preventive', 'study examined the role of continuous', 'trial investigated the effectiveness of prophylactic', 'study examined the effectiveness of prophylactic', 'administration prevented the progression of uterine', 'outcome was the emergence of zidovudine-resistant', 'study tested the effectiveness of motivational', 'trial investigated the use of computed', 'group experienced an increase in forced', 'study investigated the efficacy of cognitive', 'endpoint was the number of unscheduled', 'outcome was the prevalence of exclusive', 'measure was the change in diastolic', 'study evaluated the effectiveness of involuntary']"
JJ NN VBD DT NN IN,"['vaginal delivery reduced the rate of', 'third study assessed the impact of', 'anesthetic technique, developed some form of', 'third study evaluated the efficacy of', 'primary outcome was the emergence of', 'clinical trial investigated the effectiveness of', 'primary outcome was the rate of', 'secondary goal was the confirmation of', 'first study examined the effectiveness of', 'primary endpoint was the change in', 'third study assessed the effectiveness of', 'first study tested the effectiveness of', 'fourth study evaluated the effect of', 'educational intervention increased the use of', 'fluid intake had an influence on', 'placebo-controlled trial"" examined the efficacy of', 'first study examined the impact of', 'primary endpoint was the number of', 'primary outcome was the prevalence of', 'single pathologist determined the stage of', 'raloxifene administration prevented the progression of', 'primary endpoint was the reduction in', 'second study examined the efficacy of', 'fourth study examined the efficacy of']"
NN NN NN NN JJ NN,"['treatment treatment; treatment; treatment; treatment; treatment', 'vitro treatment wastravidoxication treatment washermitical treatment', 'transit time, olfactory function, nasal lavage']"
NN IN DT NN IN DT,"['retardation in the progress of the', 'procedure with a soft-tance analysis: the', 'approach in the care of these', 'injection into the substance of the', 'measurements, with the exception of the', 'testing of a model for the', 'combination with the use of a', 'survival of all patients, with a', 'ergometrine) in the management of the', 'impact on the efficacy of the', 'AV-fistula on the patency of a', 'surgery in the context of a', 'study on the efficacy of the', 'effect on the health of the', 'comparison of the use of a', 'iodine at the beginning of the', 'abstinence at each follow-up among the', 'combination with the extraction of the', 'size of the gap at the']"
DT JJ NN VBD DT NN,"['The cervical resistance was the process.', 'the educational intervention increased the use', 'The primary outcome was the prevalence', 'The first study investigated the efficacy', 'The primary endpoint was the reduction', 'The primary outcome was the emergence', 'The second study examined the efficacy', 'The second study investigated the efficacy', 'The fourth study evaluated the effect', 'The third study evaluated the efficacy', 'The primary endpoint was the change', 'The third study assessed the impact', 'The second study evaluated a safety', '(all non-scrubbed staff wore a mask)', 'The third study assessed the effectiveness', 'The primary outcome was the rate', 'The first study examined the effectiveness', 'The fourth study examined the efficacy', 'A single pathologist determined the stage', 'The primary endpoint was the number', 'The third study investigated the efficacy', 'The first study examined the impact', 'The first study evaluated the efficacy', 'The first study tested the effectiveness']"
DT NN CC NN IN JJ,"['the severity and duration of acute', 'the treatment and prevention of cervical', 'the diagnosis and treatment of acute', 'the efficacy and safety of recombinant', 'the effectiveness and safety of different', 'the effectiveness and tolerability of oral', 'the effectiveness and safety of vaginal', 'the efficacy and tolerability of ethyl-EPA', 'the effectiveness and safety of oral', 'the safety and effectiveness of percutaneous', 'the mortality and morbidity of low-birth-weight', 'the pain and distress of primary', 'the incidence and severity of intracranial', 'the efficacy and safety of intraocular', 'the progression and outcome of colonic', 'the efficacy and safety of ethyl-EPA', 'the efficacy and safety of tranexamic', 'the effectiveness and safety of intravenous', 'the efficacy and safety of hyperbaric', 'the efficacy and safety of human', 'the efficacy and safety of olanzapine,', 'either terbutaline or placebo by subcutaneous', 'the safety and efficacy of human']"
JJ NNS IN DT NN IN,"['oral fluoroquinolones for the treatment of', 'community-dwelling patients over the age of', 'pregnant women with a risk of', 'prophylactic antibiotics at the time of', 'posterior bite-blocks on the treatment of', 'functional appliances in the treatment of', 'antifungal agents in the treatment of', 'various studies on the use of', 'main points of the article in', 'effective options for the treatment of', 'different components of the intervention on', 'vaginal specimens in The use of', 'well-tolerated drugs for the treatment of', 'main points of the study in', 'physiological parameters in the organization of', 'several studies on the use of', 'various studies on the comparison of', 'various interventions for the management of', 'associated behaviors in a group of', 'significant differences in the incidence of', 'crystalloid solutions until a hematocrit of', 'small differences in the excretion of']"
VBN DT NN CC NN IN,"['compared the effectiveness and tolerability of', 'evaluated the efficacy and safety of', 'compared the efficacy and tolerability of', 'compared the efficacy and safety of', 'compared the safety and effectiveness of', 'compared the effectiveness and safety of']"
NN NN IN NNS IN JJ,"['treatment failure in patients with chemosensitive', 'mortality rate for patients with severe', 'clearance (TBC) in patients with cystic', 'therapy (CT) in patients with bipolar', 'agonist protocol in terms of reduced', 'limb survival in patients with non-reconstructable', 'platelet aggregation in patients with peripheral', 'treatment option for patients with bulky', 'cobalamin therapy in patients with megaloblastic', 'fertilisation (IVF) in couples with non-male-factor', 'pain reduction in infants during routine', 'therapy (CT) in individuals with bipolar', 'saline placebo, in patients with typical', 'sound production for patients with cleft', 'inpatient care in terms of social', 'versus placebo in patients with psoriatic', 'restriction program for drivers with multiple', 'treatment option for children with active', 'treatment failure for patients with chemosensitive', 'acute mania in patients with bipolar', 'radiotherapy (RT) in patients with deep', 'augmentation therapy in subjects with alpha(1)-antitrypsin']"
NNS IN JJ NN DT NN,"['cases of acute pyel This study', 'days of weekly follow-up, the information', 'regimen in outpatient schizophrenics, a double-blind']"
VBN TO VB DT NN IN,"['begun to adopt the use of', 'aimed to evaluate the effectiveness of', 'needed to confirm the effectiveness of', 'conducted to evaluate the effectiveness of', 'aimed to evaluate the value of', 'compared to placebo, the effect of', 'found to offer no advantage over', 'aimed to compare the use of', 'believed to be the standard against', 'used to measure the effectiveness of', 'found to have a correlation with', 'found to reduce the risk of', 'conducted to evaluate the effect of', 'designed to investigate the efficacy of', 'found to reduce the need for', 'aimed to determine the value of', 'conducted to determine the role of', 'conducted to assess the value of']"
NN IN JJ JJ NN IN,"['treatment of major depressive disorder in', 'use of preoperative analgesic administration in', 'use of local anaesthetic injection into', 'program for elementary school-aged children, while', 'hepatectomy under continuous vascular exclusion with', 'ventilation versus conventional mechanical ventilation in', 'recovery of hemiparetic upper limb in', 'effect of folic acid supplementation on', 'efficacy of conventional antibiotic therapy of', 'use of preoperative biliary drainage via', 'effectiveness of involuntary outpatient commitment in', 'study of interferon beta-1b therapy in', 'treatment of impulsive aggressive behavior in', 'decrease in non-fatal influenza infection in', 'treatment of acute ischemic stroke, as', 'efficacy of single-dose antibiotic therapy in']"
NNS IN DT JJ NN IN,"['infants on the assigned ventilator for', 'parameters in the acute phase of', 'improvements in all impaired quality of', 'scores in the postoperative period between', 'cases with a similar prognosis for', 'changes during the follicular phase between', 'falls in the first year of', 'two-thirds of the hard palate with', 'effects of an elemental diet on', 'women with a cervical length of', 'scores on the cognitive subscale of', 'groups in the second year, after', 'parameters in a short period of', 'results of a randomized trial of', 'effects of a 12-week course of', 'days of the same day of', 'changes in the follicular phase in', 'bite-blocks of the same thickness as', 'years with a clinical diagnosis of', 'patients in the intramuscular group at']"
VBN IN DT JJ NN IN,"['followed by a drug-free period of', 'associated with a reduced rate of', 'compared with the headgear group In', '(discharged after an average stay of', 'compared with the individual determination of', 'associated with a substantial decrease in', ""based on the patient's view of"", 'treated with either pulsatile spironolactone on', 'conducted over a three-year period, with', 'maintained by a long-term treatment with', 'associated with a major reduction in', 'associated with a significant reduction in', 'found with the vertical jump with', 'diminished by the second year of', 'correlated with the skin-fold thickness of', 'considered as an additional option for', 'derived from the first part of', 'overlooked in the current practice of', 'given with the conventional treatment for', 'associated with an increased probability of', 'combined with a 10-day course of']"
JJ NNS IN DT JJ NN,"['significant improvements in all impaired quality', 'hormonal doses in the triphasic pill', 'long-term effects of an elemental diet', 'few days of the same day', 'physiological parameters in the acute phase', 'objective parameters in a short period', 'first molars in the untreated control', 'second-line drugs over the 2-year period.', 'schizophrenic patients with a specific syndrome', 'posterior bite-blocks of the same thickness', 'general practitioners in a primary care', 'susceptible organisms from the urinary tract.', 'steroids, concentrations of the inflammatory mediators,', 'endocrine changes during the follicular phase', 'significant differences between the homeopathic group', 'long-term results of a randomized trial', 'noncleft infants of a similar age.', 'radiographic conditions at the last check-up.', 'clinical results in the radial head', 'significant differences in the primary outcome,', 'general practitioners in a retrospective study.', 'pressure-relieving systems in a care-of-the-elderly unit.']"
NN IN JJ NN IN NN,"['need for mechanical ventilation, in preterm', 'impact of adjuvant chemotherapy with cisplatin', 'withb with withb withb with b', 'course of oral prednisolone on spirometry', 'duration of analgesic action than aspirin.', 'severity of intracranial hemorrhage in premature', 'understanding of epilepsy, fear of seizures,', 'safety of tranexamic acid in hip', 'liver against ischemia-reperfusion injury after hepatectomy', 'pain during venous cannulation in children.', 'improvement in aggressive behavior, with risperidone', 'use of high-dose oxytocin for failure', 'incidence of pancreatic fistula after pancreaticoduodenectomy.', 'option for uterine leiomyomas in premenopausal', 'impact of antenatal counseling on contraceptive', 'increase in hemoglobin (Hb) by >', 'The-freement of the-related toeprogram of therapy.', 'mass during long-term treatment with prednisone', 'progression of uterine leiomyomas in premenopausal', 'influenza on all-cause mortality in nursing']"
DT NN VBD IN JJ NN,"['The study found that spinal manipulation', 'The study found that early treatment', 'The study found that oral acyclovir', 'The study found that strontium ranelate', 'The study found that intraventricular streptokinase', 'The study found that lactase-treated preterm', 'This study found that educational strategies,', 'The study found that custom foot', 'The study found that external drainage', 'The study found that neoadjuvant chemotherapy', 'The study found that pulse therapy', 'The study found that weekly fluconazole', 'the group treated with inhaled steroids.', 'The study found that preoperative endoscopic', 'The study concluded that spinal manipulation', 'The study found that once-daily irrigation', 'Another study found that placental cord', 'The study found that prophylactic acetaminophen', 'The study found that permanent vena', 'The study found that antisocial personality', 'The study concluded that nurse telephone', 'This study found that placental cord', 'Another study found that palliative chemotherapy']"
