template,text
VBZ DT NN CC JJ NN,"['is a fun and entertaining horror', 'is a captivating and unsettling debut', 'offers a harrowing and cautionary look', 'provides a concise and entertaining look', 'is a heartwarming and quirky drama', 'reflects the messy and unresolved nature', 'features a jazzy and graphic style,', 'is a compassionate and thoughtful study', ""it's a formulaic but enjoyable film"", 'is a charmless and unengaging experience,', ""it's a fun and energetic look"", 'is a heartwarming and delightful film', 'is a rousing and colorful spectacle', 'is a poignant and accessible portrayal', 'is a compelling and artful tribute', 'is a fun and stylish comedy', ""it's an easygoing and entertaining heist"", 'is a tense and suspenseful thriller', 'tells a thrilling and thought-provoking story.', ""it's a tender and beautiful movie"", 'is a heartwarming and uplifting film', 'is a grubby and mean-spirited satire', 'is a moving and cathartic exploration', ""it's a clever and modern take"", 'is a vibrant and exciting recreation', 'is a charming and nostalgic debut', 'is a rambling and undisciplined failure', 'is a disquieting and unsettling film', 'is a poignant and artful portrayal', 'creates a harrowing and authentic character', 'provides an intimate and revelatory look', 'is a plodding and unsuccessful film', 'is a gripping and unsettling film', 'brings a heartfelt and nuanced depth', 'is a poignant and profound drama', 'is a fun, but imperfect thriller', 'features a carefree and explicit portrayal', 'is a poignant and authentic portrayal', 'is a poignant and nuanced exploration', 'is a dark and weird film', 'is a groundbreaking and influential musical']"
CC JJ NN DT NN VBZ,"['and special effects, the movie is', 'and charismatic actors, the movie falls', 'and violent content, the film follows', 'and emotive soundtrack, the movie is']"
DT NN IN NN CC NN,"['the power of friendship and redemption', 'a masterclass in suspense and drama.', 'a waste of time and money.', 'the lack of depth and coherence.', 'a sense of intimacy and realism.', 'the film as ""taut"" and ""creepy"",', 'a sense of wonder and excitement', 'a sense of unease and paranoia.', 'a sense of unease and fear,', 'The integration of live-action and animation', 'a layer of vulnerability and intimacy,', 'the importance of compassion and faith.', 'a sense of unease and dread.', 'a sense of wonder and awe.', 'a sense of vulnerability and kindness', 'a sense of nostalgia and warmth', 'a mismatch of indie and mainstream', 'a sense of unease and suspense', 'the face of violence and adversity.', 'a sense of history and timelessness.', 'a sense of realism and terror', 'a ""waste of money and talent.""', 'a sense of authenticity and truth,', 'the growth of fear and mistrust', 'the balance between art and commerce.', 'the expense of plot and thrills,', 'the importance of empathy and understanding.', 'a sense of awe and wonder', 'a sense of anger and intensity', 'a lot of style and energy,', 'the transcendence of love and art,', 'a touch of sophistication and wit.', 'a sense of tension and suspense', 'a sense of eeriness and irony.', 'a sense of dread and unease.', 'a sense of unease and creepiness.', 'the context of ethnicity and sexuality,', 'a waste of time and money,', 'a lot of energy and sass,', 'a sense of tension and unease', 'a sense of unease and tension.', 'a sense of unease and discomfort.']"
NN IN DT JJ NN IN,"['celebration of the transformative power of', 'creepy, with a vivid portrait of', 'character, with a poignant portrayal of', 'poignant, with a unique take on', 'take on a classic tale, with', 'comedy with a strong sense of', 'story of the first date between', 'portrayal of the artistic process, while', 'portrayal of a pivotal moment in', 'piece with a strong sense of', 'proposition, with no clear consensus on', 'disappointment that a seasoned director like', ""commentary on the media's role in"", 'exploration of the human experience, while', 'take on the shipwrecked-pirate genre, unlike', 'performance as the titular character, while', 'grandson at a military outpost in', 'living in a remote town in', 'story of the 34-year relationship between', 'film with a strong sense of', 'action over a thoughtful exploration of', 'comedy with a strong performance from', 'film as a failed comedy that', 'adaptation of a true-life story, despite', 'filmmaking, with a unique blend of', 'film as a shallow exercise in', 'poised, with a natural flow of', 'light on an important chapter in', 'portrayal of a true story about', 'film with a steady stream of', 'performance as the imperious editor of', 'look of the live performance with', 'reimagining of the classic villainess, while', ""frustration with the movie's lack of""]"
VBZ DT NN IN DT NN,"['captures the spirit of the TV', 'is a standout in the horror', 'is a review of the concert', 'is a bit of a mess.', ""tells the story of a son's"", 'praised, the film as a whole', 'takes the viewer on a thrilling', 'tells the story of a mother', 'tells the story of a man', 'is a summary of the review:', 'lacks the charm of the original.', 'shines a light on the importance', '""ignores the plea in the title""', 'is a summary of the text:', ""tells the story of a man's"", 'tells the story of a group', ""explores the dissonance between the era's"", 'follows the story of a man', ""explores the theme of a patient's"", 'is a mess of a movie', 'is a game-changer for the superhero', 'explores the making of a film', 'is a summary of the article:', 'is a celebration of a love', 'follows the story of a driving', 'explores the theme of a town', 'is a summary of the reviews:']"
DT NN IN DT NN NN,"[""the theme of a patient's frustration"", 'the feeling of a bygone era.', 'the couple, with the lead actors,', ""the story of a man's struggle"", 'the importance of the space program', 'the story of a driving instructor,', 'The reviews for the thriller film', 'The reviews for the movie ""Camp""', ""the story of a son's complex"", 'The reviews for the film ""Burden""', 'The reviews for this horror movie', 'the glamour of the fashion world.', 'The reviews for the movie ""Hop""', 'The reviews for the film ""Hotel""', 'a review of the concert film', 'the inclusion of an anti-abortion message.', 'The reviews for the movie adaptation', 'The reviews for the movie ""Nine""', 'a game-changer for the superhero genre,', 'a standout in the superhero genre.', 'the film as a tender, human,', 'The reviews of the film ""Nine', 'a ""doofus in a felt outfit""', 'the film as a ""dreary, overstuffed', 'the film as a ""bad"", ""snide"",', 'a standout in the horror genre.', 'The reviews for this heist film', 'a standout in the coming-of-age genre.', 'a master of the horror genre,', 'The reviews of the film ""Oklahoma!""', 'the way in this swashbuckling adventure.', 'a standout in the horror genre,', 'The reviews for the film ""Under', ""the praise for the film's ambition,"", 'The reviews for the film ""Me', 'The reviews for the movie ""Possession""', 'The reviews for the movie ""Spree""', 'the violence of a disintegrating society,', 'a ""lookbook"" for a horror movie', 'the spirit of the TV show.']"
DT NN VBZ VBN IN PRP$,"['The movie is panned for its', 'The movie is criticized for its', 'a play, is praised for its', 'The animation is praised for its', 'The film is panned for its', 'The dialogue is praised for its', 'The script is praised for its', 'the movie is criticized for its', 'The cinematography is praised for its', 'The film is praised for its', 'The movie is praised for its', 'The film is commended for its', 'The documentary is praised for its', 'The film is marked by its', 'The movie is commended for its', 'the film is praised for its']"
JJ NN DT NN VBZ VBN,"['special effects, the movie is criticized', 'absurd premise, the movie is described']"
DT JJ NN IN NN CC,"[""the film's portrayal of poverty and"", 'a strong sense of nostalgia and', ""the film's reliance on clichés and"", 'a nuanced exploration of masculinity and', 'the live performance with precision and', ""the film's tone between humor and"", ""the film's portrayal of fatherhood and"", 'a rich tapestry of place, and', ""some viewers' sense of adventure and"", ""the film's over-reliance on gore and"", 'the subject matter with care and', 'a stunning feat of cinematography and', ""the original's sense of humor and"", ""The film's lack of depth and"", ""the film's message of friendship and"", ""the film's lack of depth and"", 'a ""handsome piece of entertainment"" and', 'the same level of subtlety and', ""the film's message of acceptance and"", ""the film's exploration of grief and"", 'a ""wondrous blend of fantasy and', ""the film's sense of decay and"", ""the movie's lack of sophistication and"", 'the transformative power of art, and', ""the film's sense of adventure and"", 'a ""tough sit"" at times, but', 'the right balance between reverence and', 'a unique blend of documentary and', 'an all-but-forgotten way of life, and', 'a ""delicious piece of candy"" and', ""the film's lack of plot and"", ""The film's message of forgiveness and"", 'a strong sense of place and', 'a keen sense of time and', ""the film's lack of energy and"", 'any real sense of peril or', 'a unique blend of absurdity and']"
NNP NNP VBP RB JJ IN,"['Love Actually are highly divided, with', 'Cast Away are overwhelmingly positive, with', 'Dark Thirty"" are overwhelmingly positive, with', 'Sell Hard"" are largely negative, with', '""In Secret"" are largely negative, with', 'Wedding Plan"" are largely positive, with', 'White Castle"" are overwhelmingly positive, with', 'Wilson\'s War"" are largely positive, with', 'Dark City are overwhelmingly positive, with', 'Gerard Butler, are also panned, with', 'Tom Hulce are particularly praised, with', 'Ty Hickson, are widely praised, as', 'Xander Cage"" are largely negative, with', '""Gemini Man"" are largely negative, with', 'Jamie Foxx are particularly highlighted, with', 'Side Story are overwhelmingly positive, with', 'Pacific Rim are highly divided, with', '""Young Frankenstein"" are generally positive, with', 'Wears Prada"" are largely positive, with', '""Meek\'s Cutoff"" are overwhelmingly positive, with', 'My Boy"" are overwhelmingly negative, with', 'Puffy Chair"" are largely positive, with', 'Truth Lies"" are overwhelmingly negative, with', 'Lost City"" are largely negative, with', '""Kitchen Stories"" are overwhelmingly positive, with', 'Secret Service are highly divided, with', 'Bull Story"" are overwhelmingly positive, with', 'Anna Friel are particularly praised, with', 'Ishiro Honda are overwhelmingly positive, with', 'Iron Man are overwhelmingly positive, with', 'No Tales"" are largely negative, with', 'Elisabeth Shue are particularly highlighted, with', 'Named Bob"" are generally positive, with', '""In Fear"" are largely positive, with', '""The Lunchbox"" are overwhelmingly positive, with', 'Nolan\'s ""Dunkirk"" are overwhelmingly positive, with', 'Abiding Citizen"" are overwhelmingly negative, with', 'Henderson Presents"" are largely positive, with', '""First Cow"" are overwhelmingly positive, with']"
DT JJ NN CC JJ NN,"['a charming, witty, and perceptive comedy', 'a moving, impactful, and important film', 'a lazy, unfunny, and uninspired comedy', ""the film's tender and sweet moments,"", 'a well-made, tense, and scary film', ""the film's ambition and pop culture"", 'a overly sentimental and manipulative tearjerker.', ""the film's stylish and masterful direction,"", 'a ridiculous plot and illogical events.', 'a dull, messy, and uninspired sequel', 'a meaningful situation and coherent characters,', 'a complex plot and witty dialogue.', ""the film's thought-provoking and nuanced exploration"", ""the film's intelligent and thoughtful storytelling,"", 'a mediocre, forgettable, and disappointing horror', 'a mediocre, predictable, and lazy comedy.', ""the film's sweet and satirical moments,"", ""the film's complexity and emotional depth"", 'a gripping, intense, and effective disaster', 'the sensitive mood and evocative setting', 'a singular artist and human being.', ""The film's slow-burning and mysterious approach"", 'a gripping story and impressive visuals.', 'a bland, clichéd, and uninspired remake.', 'a lazy, crass, and unfunny movie', 'a fun, lighthearted, and entertaining conclusion', 'a moving, enjoyable, and unconventional film', 'a fun, entertaining, and well-crafted superhero', 'the public-servant seriousness and playboy rakishness', 'a fun, lean, and mean ride,', 'a decent, smart, and well-acted film', 'an entertaining, energetic, and stylish gangster', 'a mediocre, uninspired, and forgettable film', ""the film's whimsicality and arty style"", ""the film's thought-provoking and timely exploration"", 'a fun, cheesy, and campy addition', 'a ""vital, disturbing, and necessary film""', 'a fresh, exciting, and imaginative take', 'a tired, unoriginal, and unfunny rehashing']"
IN NNP NNP CC NNP NNP,"[""of Seth Rogen and Evan Goldberg's"", 'of Bill Murray and Richard Dreyfuss.', 'by Alan Zweibel and Andrew Scheinman', 'by Sarah-Violet Bliss and Charles Rogers', 'of Diane Lane and Donald Sutherland', 'of Terrence Malick and Werner Herzog,', 'between David Frost and Richard Nixon.', 'of James Franco and Bryan Cranston,', 'like James Garner and Abigail Breslin,', 'of Meryl Streep and Tommy Lee', 'by Catherine Deneuve and Catherine Frot,', 'of Woody Allen and Eric Rohmer,', 'of Michelle Williams and Anna Friel', 'of Nicolas Cage and Sean Connery', 'of Nicolas Cage and Elisabeth Shue', 'from Patricia Clarkson and Ben Kingsley,', 'of Bill Murray and Dustin Hoffman', 'from Sinise, Hawke, and Frank Whaley.', 'of Bryan Cranston and Alice Eve,', 'by Joseph Cotten and Teresa Wright', 'between Jackie Chan and Owen Wilson,', 'of Martin Sheen and Sissy Spacek', 'of Jon Hamm and Rosamund Pike.', 'of James McAvoy and Emily Blunt', 'of Glenn Close and Gerard Depardieu.', 'of Natalie Wood and Rita Moreno', 'of Javier Bardem and Geoffrey Rush,', 'by Garson Kanin and Ruth Gordon', 'from Colin Firth and Jim Broadbent,', 'from Walton Goggins and Kaitlyn Dever,', 'of Brad Pitt and Casey Affleck,', 'between Barack Obama and Michelle Robinson', 'from Colin Firth and Kevin Bacon,', 'from Jennifer Aniston and Danielle MacDonald,', 'of Mark Twain and Sam Shepard.', 'from Tim Robbins and Morgan Freeman,', 'by Curtis Hanson and Michael Apted', 'between Will Ferrell and John C.']"
DT NN IN DT JJ NN,"['the life of a single father,', 'The reviews for the two-part film', 'a guarantee of a bad movie.', 'a snapshot of the contemporary game.', 'the movie as a ""mess,"" ""painful', 'the voice of the insatiable plant', 'the story of a gentlemanly thief', 'the film as a ""jaw-dropping catastrophe"",', 'a celebration of the transformative power', 'the story of a twisted love', ""the story of a small-town band's"", ""another noting that the film's humor"", 'the story of the 34-year relationship', 'the film as a failed comedy', 'the past with a modern twist.', 'the film from a lightweight chick', 'a success, albeit a flawed one,', 'the story of the hijacked plane', 'the film as a ""jumbled mess"",', ""the story of a young couple's"", 'the essence of a first date', 'the story of a mother-daughter relationship', 'The reviews for the French slasher', 'a ""romance in the classic tradition.""', 'the film as a ""lunk-headed train', 'the story of the first date', 'the film as a satisfying conclusion', 'the trauma of a brutal attack.', 'The plot, about a blind man', 'the story of a black woman', 'the sense of a comic book', 'all ages, with a emotional finale', 'the ""Other"" in a post-9/11 world.', ""a drama about a young producer's"", 'the film as a shallow exercise', 'a ""poke in the adrenal gland""', 'the depth of the original play.', 'a summary of the documentary ""Dealt"":']"
NN CC JJ NN IN DT,"['imagination, and fresh take on the', 'exciting, and imaginative take on a', 'rambling and undisciplined failure from a', 'charming and quirky portrayal of a', 'harrowing and cautionary look at the', 'poignant and nuanced exploration of a', 'characterizations, and social awareness, with some', 'resonance, and thought-provoking nature, with some', 'incoherent, and cynical attempt at an', 'heartwarming and quirky drama about a', 'thought-provoking and entertaining examination of the', 'clever and modern take on the', 'vivid and unflinching portrayal of the', 'intensity, and timely commentary on the', 'suspense, and intelligent design, with some', 'conscience and righteous fury at the', 'charming and believable portrayal of the', 'witty, and romantic comedy with a', 'confident and delicate handling of the', 'thought-provoking and nuanced exploration of the', 'vibrant and exciting recreation of the', 'honest and nuanced portrayal of a', 'medium and personal life, although the', '""satisfying"" and ""entertaining"" update of the', 'intimate and heart-wrenching portrayal of the', 'engaging and informative exploration of the', '""hilarious"", and ""mindless entertainment"", with some', 'thoughtful and nuanced portrayal of the', 'engaging and dramatic storytelling, with a', 'repetitive and shallow portrayal of the']"
NNS VBP IN DT NN NN,"[""critics note that the film's pacing"", ""reviews suggest that the film's success"", ""critics note that the film's plot"", ""critics note that the film's tone"", ""critics feel that the film's plot"", ""critics argue that the film's technique"", ""reviewers feel that the film's tone"", ""critics note that the film's shagginess"", ""critics feel that the movie's plot"", ""reviewers note that the film's pacing"", ""critics note that the film's success"", ""critics feel that the movie's amorality"", ""others argue that the film's corny"", ""critics note that the film's structure"", ""reviewers feel that the film's plot"", ""critics note that the film's quieter"", ""critics note that the film's kung"", ""reviewers note that the movie's strength"", ""critics feel that the film's satire"", ""reviewers feel that the film's cleverness"", 'reviews are that the movie is:', ""critics argue that the movie's approach"", ""Others feel that the film's tone"", ""critics note that the film's marketing"", ""critics argue that the film's relentless"", ""critics note that the film's storytelling""]"
DT NNS VBP DT NN NN,"[""some critics praise the film's charm,"", ""Some reviewers find the film's quirky"", ""Some critics appreciate the film's darker"", ""Some reviewers appreciate the film's edgy,"", ""Some critics find the film's plot"", ""Some reviewers appreciate the film's nostalgic"", ""Some critics praise the film's charm,"", ""some reviewers criticize the film's plot"", ""Some reviewers criticize the movie's clichés,"", ""Some reviewers appreciate the film's attempt"", ""some critics find the film's plot"", ""Some critics praise the film's style,"", ""Some critics praise the film's execution,"", ""Some critics praise the film's visuals,"", ""some reviewers find the film's tone"", ""Some critics find the film's tone"", ""The reviews praise the film's ability"", ""Some critics praise the film's camp"", ""Some critics praise the film's ability"", 'the characters underdeveloped, the plot contrived,', ""Some reviewers praise the film's charm,"", ""some critics find the film's pacing"", ""some critics find the film's tone"", ""Some critics find the film's retro"", ""Some reviewers praise the film's ability"", ""some critics praise the film's cinematography,"", ""Some critics praise the film's originality,"", ""Some critics praise the film's animation,""]"
DT NN NN NN CC NN,"[""the film's cleverness, wit, and ability"", ""the film's storytelling, tone, and visuals."", ""the film's humor, wit, and cleverness."", ""the film's animation, humor, and performances,"", ""the film's ambition, visuals, and music,"", ""the film's compassion, curiosity, and tenderness"", ""the film's direction, writing, and performances."", ""the film's enthusiasm, energy, and love"", ""the film's visuals, music, and costumes,"", ""the film's originality, humor, and charm."", ""The film's vitality, energy, and emotion"", ""the film's sloppiness, unevenness, and lack"", ""the film's music, color, and energy"", ""the film's visuals, action, and voice"", ""the film's beauty, atmosphere, and cinematography,"", ""the musician's charm, talent, and insecurities."", 'the story feel bland and lacking', ""the film's charm, humor, and heart,"", ""the film's action, humor, and style,"", ""The film's story, characters, and dialogue"", 'the film crass, lowbrow, and offensive.', ""the film's ambition, energy, and vision."", ""the original's sexism, classism, and plot"", ""The film's look, feel, and sound"", ""the film's cinematography, costumes, and visuals,"", ""the film's authenticity, energy, and charm."", ""the film's humor, creativity, and cleverness."", ""the film's audacity, creativity, and willingness"", ""the film's wit, humor, and energy."", ""the film's subtle, dry, and bittersweet"", ""the film's humor, satire, and reverence"", 'the film charming, funny, and honest,', ""the film's darker tone and exploration"", 'the film feel overstuffed and disjointed.', ""The film's pacing, atmosphere, and authenticity"", ""the film's style, visuals, and twists,"", 'the movie shallow, forced, and phony,', ""the film's execution, style, and ability""]"
NN VBZ VBN IN DT JJ,"['film is described as a ""feel-good""', 'film is seen as a lighthearted,', 'film is seen as a subversive', 'film is seen as a sad', 'film is described as a ""welcome', 'movie is seen as a forgettable', 'film is described as a ""crowd-pleaser""', 'movie is described as a mindless,', ""film is elevated by the actresses'"", 'movie is described as a ""multilayered', 'commentary is seen as a major', 'movie is described as a ""superior', 'movie is anchored by the strong', 'plot is described as a jumbled', 'movie is seen as a missed', 'film is described as a ""love', 'film is seen as a marked', 'movie is described as a ""slice-of-life""', 'film is seen as a raw', 'gore is seen as a positive', 'movie is seen as a worthy', 'style is seen as a major', 'movie is described as a ""cinematic', 'performance is described as both funny', 'story has resulted in a convoluted', 'comedy is centered around a unique', 'danger, is seen as a cheap', 'movie is described as a ""delightful', 'tone is described as both entertaining', 'talent is wasted in this forgettable', 'film is described as a ""sophisticated', 'film is seen as a powerful', 'film is based on the real-life', 'quality is seen as a further', 'film is described as a ""remarkable', 'film is described as a smart']"
NNS VBD DT NN TO VB,"['critics found the plot to be', 'Others found the film to be', 'critics found the script to be', 'critics found the documentary to be', 'reviewers found the film to be', 'others found the title to be', 'Others found the plot to be', 'critics found the story to be', 'critics found the film to be', 'critics found the storytelling to be', 'critics found the movie to be', 'others found the movie to be']"
DT JJ NN IN DT JJ,"['a love-it-or-hate-it proposition, with no clear', 'a gross-out comedy, with a ""sensitive', 'a mixed bag, with some entertaining', 'a ""feel-good comedy"" about a covert', 'a ""delightful mix of the modern', ""The film's commentary on the political"", 'the imperious editor of a glossy', ""The film's focus on the central"", 'a unique take on the traditional', 'an emotional connection despite the thin', ""the film's focus on the artistic"", 'a big-screen adaptation of the British', 'a solid adaptation of a true-life', ""The film's message about the American"", ""The movie's adaptation of the classic"", ""the actor's absence in the second"", ""The film's exploration of the creative"", ""The film's portrayal of the inner"", 'a thoughtful exploration of the natural', 'a fresh take on the traditional', 'a well-received film with a strong', 'the feminist movement of the late', 'a powerful reimagining of the classic', 'a showy turn as a local', ""The film's portrayal of a teen"", 'a powerful exploration of the human', ""a family-friendly adventure about a dog's"", ""a fresh perspective on the film's"", ""a thought-provoking commentary on the media's"", 'a great picture in the classical', 'the complex dynamic between a cultural', 'a successful take on the shipwrecked-pirate', ""a definitive account of the film's"", 'a worthwhile watch despite some narrative', 'a massive improvement on the first']"
NN NN CC JJ NN IN,"['made, cheesy, and pretentious infomercial for', 'simplicity, elegance, and elemental storytelling, with', ""film's charming and quirky portrayal of"", 'literate script, and witty dialogue, while', 'honesty, empathy, and affectionate portrayal of', 'poignant storytelling, and powerful exploration of', 'ambition, performances, and emotional impact, while', 'dark humor, and poetic vision of', 'charming, witty, and romantic comedy with', ""film's vibrant and colorful depiction of"", 'visuals, performances, and emotional impact, while', ""film's bold and unflinching portrayal of"", 'tender, funny, and intimate depiction of', ""movie's candid and unflinching portrayal of"", 'dull, grim, and stupid storytelling, with', 'mindless, incoherent, and cynical attempt at', 'history, process, and contemporary practice of', 'atmosphere, imagination, and effective blend of', 'character development, and excessive use of', ""drama template and doesn't deviate from"", ""film's honest and nuanced portrayal of"", 'originality, ambition, and technical achievements, with', ""film's thoughtful and nuanced exploration of"", 'value, cast, and timely commentary on', 'creativity, imagination, and fresh take on', 'tender, intimate, and nuanced portrayal of', 'holes, absurdity, and hackneyed message about', 'lazy, uninspired, and unoriginal sequel that', 'ambition, intensity, and timely commentary on', 'intelligence, forthrightness, and emotional authenticity, with', 'performances, music, and character-driven drama, while', 'tension, torture, and human endurance, with', 'humor, characterizations, and social awareness, with']"
JJ CC JJ NN IN DT,"['nuanced and multifaceted portrait of a', 'gritty and realistic look at the', 'personal and informative look at the', 'rebellious and irreverent spirit of the', 'sensitive and realistic portrayal of the', 'respectable and effective entry in the', 'powerful and thought-provoking exploration of the', 'small but powerful gem of a', 'thoughtful and sensitive portrayal of a', 'powerful and unflinching portrayal of the', 'disappointing and unoriginal revival of a', 'humorous and poignant commentary on the', 'passable but unremarkable adaptation of the', 'powerful and emotional portrayal of the', ""delightful and entertaining movie that's all"", 'lyrical and atmospheric portrayal of a', 'nuanced and complex portrayal of the', 'disappointing and unfunny take on the', 'complex and sympathetic portrait of the', 'powerful and inspiring portrayal of a', 'nuanced and balanced perspective on a', 'poetic and contemplative portrayal of a', 'thought-provoking and ambiguous portrait of a', 'fresh and original perspective on the', 'quiet and thoughtful meditation on the', 'tough and sinewy tale of the', 'thoughtful and emotional portrayal of a', 'contemplative and austere portrayal of the', 'cheerful and splashy entertainment, with the', 'nuanced and insightful portrayal of the']"
IN DT JJ CC JJ NN,"['in a sensitive and gentle way.', 'as a disappointing and unimpressive addition', 'as a lighthearted and enjoyable film,', 'with a unique and distinctive identity,', 'as a disappointing and unoriginal film.', 'for an unsettling but fascinating experience.', 'with a unique and operatic style', 'with a simplistic and illogical plot,', 'for a subtle and empathetic portrayal', 'in this forgettable and formulaic film.', 'as a sweeping and emotional drama,', 'with a glossed-over and spoon-fed approach', 'on a generic and uninspired action', 'for a convoluted and nonsensical storyline.', 'with a clean and stylish aesthetic.', 'as a raw and unapologetic portrayal', 'with a predictable and formulaic plot,', 'as a disappointing and unimpressive effort.', 'with a lighthearted and humorous tone', 'with a lighthearted and humorous tone.', 'in a meaningful or original way,', 'as a ""feel-good"" and ""inspirational"" tale', 'towards a surprising and meaningful reversal,', 'in a fresh and nuanced way,', 'in a convoluted and preposterous narrative', 'into a unique and magical environment,', 'as a sincere and subtle portrayal.', 'as a strong and complex protagonist.', 'as a forgettable and uninspired caper', 'for a quiet and subtle approach', 'in a humorous and irreverent way.', 'into a surreal and disorienting world', 'with a warm and touching tone.', 'as a disappointing and unoriginal film', 'like a flat and unoriginal sitcom.']"
DT JJ NN IN JJ NN,"['a jumbled mess of nonsensical science', ""The movie's blend of black comedy,"", ""The film's portrayal of Christian charity"", ""the film's focus on technical achievement"", ""The film's portrayal of suburban life"", ""the director's focus on visual showmanship"", 'a pivotal moment in American history,', ""the film's reliance on special effects,"", ""the film's reliance on familiar horror"", ""the film's portrayal of mental illness"", ""The film's lack of story, character"", 'the conventional wisdom of urban planning,', 'a true story about racial injustice', ""the film's lack of memorable action"", 'a ""trivial comedy for trivial people""', 'a new force in Asian cinema.', ""The film's portrayal of small-town life"", 'a ""mindless barrage of illogical hooey.""', ""the film's emphasis on language, emotion,"", 'an important chapter in urban planning', 'The quick cutting between different story', ""The movie's message of female empowerment"", 'a frenetic pace, with whip-pans, smash', ""The film's portrayal of emotional intimacy"", ""the film's focus on sexual violence"", 'a compelling story with minimal elements.', 'a unique blend of action, comedy,', 'a ""multilayered goof on ethnic stereotypes""', ""The film's twist on familiar horror"", 'the authentic spirit of country-western music.', ""the film's message about single womanhood"", ""The movie's blend of action, humor,"", ""the film's focus on high-tech action"", 'a refreshing departure from typical slasher', 'a new perspective on 19th-century warfare.']"
DT NN NN CC JJ NN,"['a tender, intimate, and nuanced portrayal', ""the film's kind and gentle tone,"", 'a macabre intensity and mechanistic pathos', ""the film's eerie and unsettling atmosphere,"", ""the film's nostalgic and personal qualities,"", 'a charming, witty, and romantic comedy', ""the film's bold and unflinching portrayal"", ""the film's clever and intelligent script,"", 'a lazy, uninspired, and unoriginal sequel', ""the film's honest and nuanced portrayal"", ""the film's relaxed and natural tone,"", ""The film's intricate and intelligent script,"", ""the film's tense and suspenseful moments."", ""the film's repetitive and adolescent humor,"", 'a ""bad"", ""snide"", and ""overdrawn"" work', ""the film's pacing and narrative structure"", 'a tender, human, and amusing picture', ""The movie's colorful and playful tone,"", ""the film's thoughtful and nuanced exploration"", ""the film's heartwarming and uplifting tone."", ""the film's gentle and melancholic tone,"", 'a truly compelling and impactful film.', 'a ""visceral, suspenseful, and thrilling"" war', ""the film's vibrant and colorful depiction"", ""the film's bold and thought-provoking approach"", ""the film's surreal and uncontrolled humor."", ""the film's thoughtful and nuanced approach"", ""the film's charming and quirky portrayal"", ""The film's thoughtful and artistic approach"", 'a mindless, incoherent, and cynical attempt', ""the film's sentimental and manipulative approach,"", 'a generic, unoriginal, and anemic addition', 'the film ""poky"" and ""slackly told"".', 'the history, process, and contemporary practice', ""The movie's candid and unflinching portrayal""]"
JJ NN CC NN IN NN,"['derivative, shallow, and lacking in insight.', 'underwritten, implausible, and lacking in energy.', 'overly sentimental and lacking in subtlety.', 'unfocused, melodramatic, and lacking in depth.', 'formulaic, clichéd, and lacking in suspense.', 'shallow, loud, and lacking in humor.', 'dramatic moments, and lack of subtlety', 'predictable, simplistic, and lacking in surprises,', 'poor script and lack of direction.', 'broad, shallow, and lacking in bite.', 'dull, predictable, and lacking in substance,', 'heavy-handed direction, and lack of originality.', 'dull, inept, and lacking in passion', 'flawed, tiresome, and lacking in storytelling.', 'unfunny, lazy, and lacking in story', 'dull, clichéd, and lacking in substance,', 'excitement, tension, or sense of adventure.', 'formulaic, predictable, and lacking in innovation.', 'all-hating cynicism and lack of wit', 'excessive violence, and lack of suspense.', 'formulaic approach and lack of depth', 'predictable, sentimental, and lacking in edge', 'sentimental, clichéd, and lacking in drama', 'formulaic, predictable, and lacking in substance.', 'poor dialogue, and lack of depth.', 'wit, originality, and sense of purpose,', '""gee-whiz enthusiasm"" and sense of wonder', 'lame, contrived, and lacking in wit', 'thematic thinness and lack of momentum.', 'poor dialogue, and lack of urgency.', 'corny, predictable, and reliant on cliches,', 'cheesy, preachy, and lacking in subtlety.', 'moral corruption, and lack of character', 'moral ambiguity and depiction of torture']"
IN JJ NNS VBG DT NN,"['with many critics finding the film', 'with many critics calling the film', ""with many critics panning the film's"", ""with many critics praising the director's"", ""with many critics praising the film's"", 'with many critics finding the plot']"
NN VBZ DT JJ CC JJ,"['film is a quiet and thoughtful', 'movie is a disappointing and formulaic', 'movie is a disappointing and unnecessary', 'film is a personal and intimate', 'energy is both busy and serene,', 'film offers a nuanced and complex', 'plot follows a familiar and unoriginal', 'film is a disappointing and forgettable', '""Detention"" is a chaotic and overwhelming', 'film is a unique and memorable', '""10"" offers a humorous and poignant', 'film remains a beautiful and powerful', 'film showcases a dyspeptic and cringe-worthy', 'movie is a visceral and unflinching', 'documentary is a romantic and entertaining', '""Güeros"" is a worthy and independent', '""Menashe"" is a poignant and intimate', 'movie is both sad and funny,', 'movie is a disappointing and unengaging', 'film is a joyous and entertaining', 'film is a slow-burning and contemplative', 'film is a contemplative and austere', 'film has a well-intentioned and inspiring', 'film is a delightful and entertaining', 'result is a misguided and delirious', 'film follows a predictable and exploitative', 'film is a successful and refreshing', 'implied) is a disappointing and unfunny', 'film features a spontaneous and stripped-down', 'film is a simple and familiar', '""Horns"" is a flawed and unsatisfying', 'film presents a complex and thought-provoking', 'movie presents a visceral and brutal', 'movie is an entertaining and fun']"
JJ NN CC JJ NN DT,"['archival footage and contemporary interviews, the', 'explosive action and special effects, the', 'honest, inspiring, and thought-provoking, offering a']"
