template,text
JJ NN IN DT NNP NNP,"['all-female militia of the Islamic State', 'club-throwing incident at the WGC-Cadillac Championship', 'record-breaking performance at the Masters Tournament', 'first leg of the Champions League', 'antitrust lawsuit from the Federal Trade', 'gay equality in the United States.""]', 'tenth term in the Iowa House', '7-year-old girl from a Solana Beach,', 'second seed in the Southwest Division', 'first appearance in a North Carolina', 'first round of the Masters Tournament', 'last hurdle for the Northrop Grumman-built', 'automatic qualification for the European Rugby', 'electric atmosphere on the Las Vegas', 'bottom half of the Premier League', ""team's behavior during the World Cup"", ""hand-painted cel from The Beatles' Yellow"", '0-0 draw at the Vicente Calderon', 'emotional op-ed in The Boston Globe', 'last summer for a La Liga', 'significant progress since the Malaysian Grand', 'first attendance at the Maundy Day', '1-0 victory over the Red Devils.', 'first half of the Chelsea vs', 'tour match against the St Kitts', 'cheetah exhibit at the Cleveland Metroparks', 'top-of-the-table clash at the Emirates Stadium.', 'Russian fishing vessel, the Dalniy Vostok,', 'glamorous appearance at the Woman Awards', 'speaking engagement at the Sydney Opera']"
NN IN NNP NNP NNP NNP,"[""babysitter from Tom's River, New Jersey,"", ""accident on New South Wales' Central"", ""election in North Carolina\\'s Second District,"", 'route from Dallas-Fort Worth International Airport', 'chairman of Stowmarket Meadlands Recreation Club', 'debut at Mercedes Benz Fashion Week', 'movement in North Charleston, South Carolina,', 'restaurant in Cape Breton, Nova Scotia,', ""[' During Mercedes-Benz Fashion Week Australia,"", ""interview on ITV's Good Morning Britain."", 'creek near Marine Park Golf Club,', 'tennis with US President Barack Obama.', ""stand at London's Southwark Crown Court"", 'debut at Mercedes-Benz Fashion Week Australia.', ""signing of Borussia Dortmund's Marco Reus,"", ""box on Brighton's Dendy Street Beach,"", 'resignation as International Cricket Council (ICC)']"
IN DT NN IN DT JJ,"['While some argue that the current', 'in a bathroom over a four-year', 'without the need for a mobile', 'at the sun for the same', 'in the disappearance of a new', 'that the feeling of a ghostly', 'of the head with an unknown', 'by the team behind the award-winning', 'in a row for the first', 'at the farm for the past', 'at the center of the second-largest', 'against an automaker in a personal', 'after the father of the pre-teen', 'at the center of a national', 'of a child after a medical', 'of the season during a Bulgarian', ""[' The captain of the South"", 'in the victory, with the Belgian', 'that the arrival of the Protoaurignacian', 'by another patient in a nearby', 'by the success of a similar', 'for the kitchen, with a good', 'for a fee for an ad-free', 'into a tie for the second', 'in the area over the past', 'at the back of the 300-acre', 'in the world for the fourth', 'on the surface of a huge', 'at the end of the second']"
DT NN IN DT NNP NNP,"['the injury during a Super Rugby', 'the top of the Premier League', 'a statement through the Pat Finucane', 'another coalition with the Liberal Democrats.""]', 'a place in the Champions League', 'the leader of the Scottish National', 'an investigation by the Charlottesville Police', 'the size of an F/A-18 Super', 'an interview with The Daily Beast.', 'an avalanche in the Khumbu Icefall.', 'A report by the International Longevity', 'the influence of the Islamic State', 'a leader of the Muslim Brotherhood,', 'a hero in the Yuan Dynasty', 'the hose of an Omega Air', 'the match in the World Cup', 'the club under the Fenway Sports', 'the integrity of the United Kingdom', 'the top of the Serie A', 'the opening of the Savage Beauty', 'the lawn of The White House', 'a member of the Wood Green', 'a gyrocopter on the U.S. Capitol', 'a deal with the Scottish National', 'no fault with the Piper Tomahawk', ""the season during the Black Cats'"", 'a stir at the Raffles International', 'an operation at the Great Ormond', 'A customer at a Louisiana Burger', 'a video of an Air Force']"
NN IN NNP NNP IN NNP,"['rehearsal at Dunblane Cathedral on Friday', 'defeat at Crystal Palace on Monday.', 'block of Sumner Boulevard, near Triangle', 'tackle by Martin Demichelis during Manchester', 'match against Sale Sharks on March', 'action against Bayern Munich on Tuesday', 'time at Leningrad Zoo in Saint', ""heist at Hatton Garden in London's"", 'fight against Manny Pacquiao in Las', 'partying at Shoreditch House in London', 'win over Aston Villa on Saturday', 'expert in Public Health at Queen', 'road from Guanghui Temple in Zhengdin', 'match against Atletico PR on Thursday.', 'service at Westminster Abbey on May', 'some, like Katherine Rusconi in Long', 'home in Fredericksburg, Virginia, on Friday.', 'decision over Tony Luis in Liverpool', 'loan at Real Madrid from Manchester', 'victory over Manchester United at Stamford', 'sheet against Rayo Vallecano on Wednesday.', 'home under Tony Pulis, while QPR', 'play-off against Steaua Bucharest in August,', 'defeat by Aston Villa, with Jurgen', 'ute on Wyee Road near Doyalson.', 'victory over Racing Metro on Sunday.', 'match at Trent Bridge, with Alex', 'bid from Hull City for Rhodes', 'appointment of Najam Sethi as ICC', 'lecturer at Basingstoke College of Technology.']"
NN IN DT JJ NN NN,"['surgery for a malignant brain tumor.', 'call about an intoxicated horse rider', 'role in a West End stage', 'playing on the giant court TV', 'stop for a broken tail light,', 'home of a former league official.', 'automaker in a personal injury case,', 'runway with an unexpected beauty trend:', 'center of the second-largest card bre""]', 'team behind the award-winning documentary ""Senna.""', 'face as the three-inch house spider', 'cream at a new housing development', 'season during a Bulgarian league match', '£3,590 for a simple cremation, minister,', 'car into an armed robbery suspect,', 'driver with a broken fence paling.', 'involvement in a domestic abuse incident', 'member of the banned extremist group', 'use of a private email server', 'penalty for the open murder charge,', 'part of a new order, living', 'kitchen, with a good quality range', 'use of a personal email account', 'come with the same default password,', 'father of a former X-Factor contestant,', 'refueling for an unmanned aircraft today.']"
VBD VBN IN DT NN IN,"['were placed at the foot of', 'were thrown from the vehicle before', 'was born without a nose, from', 'was removed from the list after', 'was irritated by the suggestion that', 'were killed by an avalanche in', 'was buried in the snow in', 'were discovered on the samples, with', 'was hit in the face with', 'were evacuated from the island by', 'was hospitalized as a result of', 'was caught in the crossfire between', 'were detained at a checkpoint in', 'was accompanied on the trip by', 'was found off the coast of', 'was convicted by a judge in', 'was discovered in a cave in', 'was spotted at a party at', 'had choked on a piece of', ""had warned about the 'proliferation of"", 'were made by another patient in', 'was hit in the head with', 'was found with a scrap of', 'were disgusted by the clip, with', 'was treated at the ground before', 'was made during an investigation into', 'were disturbed by a member of', 'was driven through the front of', 'had lived at the farm for', 'was inspired by the success of']"
VBD DT JJ NN IN DT,"['recorded a heated argument with an', 'kept a clean sheet for the', 'had a clean record with the', 'made an unscripted stop at a', 'had the mental age of a', 'became the top contender for the', 'was the top island in the', 'made a glamorous appearance at the', 'performed an impromptu rendition of the', 'denied any former association with the', 'had a strong claim for a', 'received a warm welcome from the', 'faced a late replacement in the', 'prevented the other woman in the', 'scored a much-needed century on the', 'became a viral sensation after a', 'completed a 50-mile race with the', 'had a serious impact on the', 'described the potential alliance between the', 'landed a long-range penalty in the', 'made a stunning eagle on the', 'ensured a comfortable win for the', 'faced an antitrust lawsuit from the', 'discovered the hidden camera under the', 'took a 3-0 lead in the', 'held a 1-0 lead from the', 'highlighted the polarizing nature of the', 'played a key role in the', 'had a significant impact on the']"
NN NN IN DT JJ NN,"['carbon dioxide than the regular meatballs.', ""deliberate' turn towards the hard shoulder"", 'traffic stop for a broken tail', 'death penalty for the open murder', 'field come with the same default', 'season ticket for the new campaign', 'police car into an armed robbery', 'hand modeling after a nail technician', 'baby girl in an induced coma', 'election campaign after a plus-sized blogger', 'hiding place in the human body.', 'mid-air refueling for an unmanned aircraft', 'stock market than the next resident', 'pilgrimage route in the Spanish town', 'style kick during the first half', 'brain surgery for a malignant brain', 'case study of an elite controller,']"
JJ NN IN NNP NNP NNP,"['famous ""Girl With A Pearl Earring.""', 'financial survey by Deutsche Bank, Australia', '1-1 draw by Inverness Caledonian Thistle', ""first leg of PSG's Champions League"", ""valuable experience from England's Six Nations"", 'aggravated harassment in New York City', 'former manager of Queens Park Rangers,', ""witness stand at London's Southwark Crown"", 'paralyzed father in Merseyside, Mike Hand,', 'first course at Ernesford Grange School', 'broken foot against Manchester United, Arteta', 'regarded player for Wollahrah Colleagues RUFC.""]', 'last season, with Griffiths, Efe Ambrose,', ""congressional election in North Carolina\\'s Second"", 'entry""] [\' In Fort Pierce, Florida,', 'autistic man from Brooklyn, New York,', 'playful roughhousing from Sergio Ramos, Isco,']"
VBD DT NN IN DT NN,"['confirmed the attack in a video', 'took the lead in the first-half', 'removed a clip of a song', 'made a speech during the ceremony.', 'sealed the win in the closing', 'created a space between the roof', 'had a claim for a penalty', 'submitted an application for a housing', 'was the driver of the car,', ""described the experience as the world\\'s"", 'rented a restaurant across the road', 'employed a stylist in the past.', 'staged a protest outside the college,', 'saw the suspect near the mausoleum', 'was a collision with an obstacle', ""highlighted the importance of the players'"", 'fired a shot into the air', 'was a member of a step', 'delayed a vote on the issue', 'steered the truck off the road', 'revealed the incident in an interview', 'was the result of a tackle', 'created a t-shirt with an image', 'displayed a banner with a racist', 'was a friend of the family', 'delighted the audience with a rendition']"
VBN IN DT JJ NN IN,"['diagnosed with a rare form of', 'reinstated after a forensic analysis of', 'booked during the 0-0 draw at', 'surprised by the late-season impact of', 'involved in a legal battle with', 'embroiled in an international row over', 'asked about the cosmological effect of', 'accepted during the quarterly meeting of', 'found by a British soldier after', 'found in a rural area of', 'heard by an independent panel on', 'arranged for a later date after', 'raised in a good home with', 'mentioned in the same breath as', 'located near a creek bank after', 'killed with a single bullet while', 'increased in the last decade on', 'tagged in the same outfit on', 'dismissed in a civil lawsuit in', 'found in a septic tank on', 'cheated on a previous girlfriend with', 'reported across the southern part of', 'cleared of a similar murder in', 'made from a secret recipe of', 'concerned about the potential increase in', 'sold in a private transaction in']"
NN IN DT JJ NN NNP,"['disappearance of a new mother, Samantha', 'point in the eighth round, Mathews', 'car in the documentary ""Car SOS,""']"
NN IN DT NN IN NN,"[""[' In the world of hydration,"", 'disappointment in the turn of events,', 'concern over the lack of communication', 'contact with the runway without it.', 'body under a pile of manure', 'presence of a dog in front', 'truck off the road in response', 'race at the age of nine.', ""'fracas' at a hotel over dinner."", 'family through the medium of baseball.', 'perception of the world around them.""]', 'row outside the block of flats.', ""space for the survival of humanity.']"", 'preparation for an act of terrorism.""]', 'prison without the possibility of release', 'management of the facility as part', 'noose from a tree on campus', 'concern about the impact on education.', 'fluidity with the inclusion of people,', 'fear of any contact between couples.', 'contact on the night in question.', 'version of the dish as part', 'artwork as a way of mourning', 'prison without the possibility of parole.']"
IN DT NN IN DT NNP,"['into the engine of a Boeing', 'during an interview with The Daily', 'In an interview for the May', 'about the size of an F/A-18', 'into the hose of an Omega', ""by the end of the Parliament.']"", 'as the ""Fight of the Century.""', 'through a deal with the Scottish', 'that every family in the UK', 'at the top of the Premier', 'for the season during the Black', 'on the lawn of The White', 'In an article for the Observer,', 'into the controversy over the Labour', 'by an avalanche in the Khumbu', 'of the whole of the UK', 'as the daughter of a Mexican', 'of the birth of the Duke', 'of the match in the World', 'at the top of the Serie', 'in the running for the Welsh', 'at the top of the Premiership']"
IN DT NN NN IN DT,"['for the return leg at the', 'from a mystery illness since the', 'in a heartfelt article for the', 'as a backup battery for the', 'as a master version for all', 'in a goalless draw, with the', 'in the marathon crowd before the', 'in a plastic bin inside a', 'of an eye ointment from the', 'of the security situation at the', 'that a hung parliament in the', 'on a cruise ship off the', 'during a traffic stop for a', 'as a training car before the', 'at the halfway point of the', 'on a summer tour in the', 'about a campus rape at the', 'in the field come with the', 'during a rest stop on the']"
NNP NNP IN NNP NNP NNP,"['Gillieston Heights in New South Wales,', 'Hill Hospital in New York City.', 'North East of England (63%), West', 'Claudetteia Love, at Carroll High School', 'Ray Manchester of Volusia County Beach', 'Tracy Walters, at Leicester Crown Court.', 'Sumner Boulevard, near Triangle Town Center.', 'Public Health at Queen Mary, University', ""John Meara of Boston Children's Hospital"", ""Lindo Wing at St. Mary's Hospital"", 'Masters Tournament at Augusta National Golf', ""Lindo Wing of St. Mary's Hospital."", 'Community College in Goldsboro, North Carolina,', ""Martin Demichelis during Manchester City's Champions"", 'Guanghui Temple in Zhengdin County, North', 'Brad Allan in Cape York, Queensland,']"
NNP NNP CC NNP NNP NNP,"[""Say Entitled', and 'Don't Say Ambitious'."", ""Shelly Moses, and Ellie's mother, Darla"", ""Neil Armstrong, and Poldark\\'s Aidan Turner."", 'St Kitts and Nevis Invitational XI', 'Brown (knee) and Emanuele Giaccherini (ankle)', 'Malaysia, Thailand, and Papua New Guinea.', 'Quirindi Lions and Narrabri Blue Boars', 'Young\\\'s ""Woodstock"" and Judy Collins\\\' ""Both', 'Elliot Moran, and Charles Thomas Newcomb,', 'Rugby Union and Australian Rugby Union', 'League, Bundesliga, and Russian Premier League.', ""Primary School and Bishop's Waltham Junior""]"
DT NN IN NNP NNP NNP,"['a target for Manchester United, Chelsea,', 'A study by Money Advice Service', ""the signing of Borussia Dortmund's Marco"", ""the creator of Britain's Got Talent,"", 'an interview with MailOnline, Nick Clegg', 'an offer for Zenit St Petersburg', 'another appearance on Jimmy Kimmel Live!', 'a judge in Charlotte, North Carolina', 'the death of John Pat Cunningham', 'a reception at Sheffield Town Hall.', 'the alias “Mike Bicycle.”\'] ["" Facebook', 'the assassination of Martin Luther King', 'the formation of World Series Cricket', ""the running of Sri Lanka Cricket's"", 'a campaign by President Barack Obama', 'a fondness for Twizzlers, Top Ramen,', 'a creek near Marine Park Golf', ""an interview on ITV's Good Morning"", 'A protest at Valdosta State University', 'the library of Wayne Community College', ""a babysitter from Tom's River, New""]"
IN DT NN IN PRP$ NN,"[""for the success of their marriage.']"", 'for the murder of his wife,', 'in the death of his wife', 'as a result of his injuries.', 'on a life of its own.', 'by the loss of her son', 'with a pen in his mouth', 'for the rest of their life.""]', 'from the sport once his contract', 'in the production of their clothing.', 'at the time of his disappearance', 'along the tarmac on its belly.', 'on the trip by his dog,', 'in the care of his foster', 'of the stairs of her family', 'about the evolution of our ancient', 'of the car, with their mother', 'under the sink in her bathroom', 'without a nose, from its platform', 'that the change in her figure', 'after a video of her throwing', 'about the birth of her granddaughter,']"
NN IN DT NN NN IN,"['part of the treatment discussion for', 'attack in a video message on', 'part of a summer cull at', 'car during a rest stop on', 'illness in a heartfelt article for', 'knowledge of the security situation at', ""scorer in the club's history, behind"", 'squad after a hamstring problem, while', 'point above the relegation zone with', ""[' During a campaign stop in"", 'career as a hand model despite', 'incident at an apartment complex in', 'hour after a power failure at', 'effectiveness of an eye ointment from', 'peg after a bird pooed in', 'recommendation of a prohibition order against', 'application for a housing project next', 'brother in the marathon crowd before', 'lead at the halfway point of', 'weight before a photo shoot for', 'article about a campus rape at']"
NNP NNP DT JJ NN IN,"['Evnika Saadvakass, an eight-year-old girl from', 'Violet Pietrok, a two-year-old girl from', 'Richard Hammond, the final presenter of', 'Michael Gambier-Parry, a British officer during', 'Spivey Izo, an American divorcee in', 'Stancil III, a 20-year-old man with', 'Emily Grimson, a 25-year-old model from', 'Daisy Bentley, a 23-year-old artist from', 'United, Arteta an ankle injury against', 'Baltimore, Maryland, a peaceful message of', 'Anthony Allen, a 27-year-old man from', 'Shaun Bryan, the intended target of', 'Aqsa Mahmood, a 20-year-old woman from', 'Courtney Terry, a 27-year-old woman from', 'Harry Redknapp, the former manager of', 'De Niro, a long-time supporter of', 'Jessica Cleland, a 19-year-old girl from', 'Ailina Tsarnaeva, the 24-year-old sister of', 'Holly Barber, a 25-year-old woman from', 'Raheem Sterling, a 20-year-old forward for', 'Waheed Ahmed, the 21-year-old son of', 'James Ward-Prowse, a 20-year-old midfielder for']"
TO VB DT JJ NN IN,"['to portray a fanciful image of', 'to be a specific system in', 'to secure a 1-1 draw with', 'to become a major institution in', 'to launch a similar show with', 'to sign a dual contract in', 'to murder a black inmate after', 'to be an exciting season with', 'to mark the 50th anniversary of', 'to drink a particular type of', 'to kidnap a 7-year-old girl from', 'to make an official announcement about', 'to hire a female presenter in', 'to be the decisive moment as', 'to secure a straight-sets victory against', 'to consider the financial situation of', 'to make the same mistake as', 'to take a two-shot lead at', 'to build a strong foundation in', 'to find a physical cause for', 'to determine the posh factor of', 'to collect a routine shot from']"
DT NN NN IN DT NN,"[""the facility's defenses, with the assistance"", 'a backup battery for the phone.""]', 'a rest stop on the way', 'The rioting spread throughout the city,', 'the body size of a border', 'the health department for an inspection,', 'the calorie content of each vintage.', 'a cruise ship off the coast', 'the death penalty for the murder', 'the fingerprint sensor on an iPhone', 'a yacht race at the age', 'the death penalty off the table', 'a mystery illness since the age', 'the marathon crowd before the bombing.', 'a meta mockumentary about the making', 'the bugle call across the water', 'the immune system with a vaccine', 'a velvet top from the brand.', 'a goalless draw, with the return', ""the club\\'s chairman at the time"", 'a plastic bin inside a closet']"
NNP NNP VBD DT NN IN,"['Coast Guard launched a search for', 'Branch (AAIB) found no fault with', ""Filipino People,' delighted the audience with"", 'New York, filed a lawsuit against', 'Was Born was a highlight with', 'Mrs Saunders made the decision on', 'Colleges Inc. announced the closure of', 'Richard Brodhead addressed the crowd of', 'Justin McCarthy saw the suspect near', 'Neil Stanley questioned the accuracy of', 'Rangers.\\n\\nCharlie Austin scored a hat-trick for', 'Doug Hughes flew a gyrocopter through', 'Agency (DARPA) announced this week that', 'Mr. Gunn had an affair with', 'Joey Gallagher staged a protest outside', 'Scotland Yard described the crime as', 'Gisele Bündchen gave no hint of', 'Second District, used an interview on', 'Tate Gallery purchased the painting for', 'Mr Malik was a member of']"
JJ NN IN DT NN NN,"['potential takeover of the club drag', 'full-time career as a hand model', ""disruptive behavior on the outbound journey.']"", 'two-shot lead at the halfway point', 'own life in a hotel room', ""posh factor of a politician's home."", 'mysterious collapse of the energy grid', 'joint interview during the election campaign', 'absurd side of the wartime leader.', 'senior prom by the school principal,', 'first team for the season run-in', 'major championship of the golf season,', ""panel's recommendation of a prohibition order"", 'flawed article about a campus rape', 'mental illness in a heartfelt article', 'classical music as a mood booster.', 'short song before each egg-laying performance.', ""good protection against the circulating strains.']"", 'fatwa stating that a woman cannot', 'new trend in the water market']"
JJ NNP NNP DT JJ NN,"['["" Courtney Terry, a 27-year-old woman', ""[' Millie Marotta, a 36-year-old illustrator"", '["" James Ward-Prowse, a 20-year-old midfielder', '["" Richie Benaud, the legendary cricket', ""[' Ailina Tsarnaeva, the 24-year-old sister"", ""[' Joni Mitchell, the legendary singer-songwriter"", '["" Kenneth Lombardi, a former entertainment', '["" Intrepid Travel, a leading holiday', '["" Shaun Bryan, the intended target', ""[' Muhammad Naviede, a 60-year-old banking"", '["" Caroline Wozniacki, the fifth-ranked tennis', ""[' Robin Ellis, a 73-year-old actor"", '["" Daisy Bentley, a 23-year-old artist', '["" AP McCoy, a 20-time champion', 'athlete, Kate Kendall, a qualified yoga', '["" Ian Walters, a driving test', '["" Violet Pietrok, a two-year-old girl', '["" Evnika Saadvakass, an eight-year-old girl', ""[' Emily Grimson, a 25-year-old model"", '["" Zoe Hadley, a 19-year-old woman', ""[' Hoda Muthana, a 20-year-old college""]"
DT JJ NN IN PRP$ NN,"['any other team in their defeat', 'a black inmate after his release', 'the same wavelength as his teammates.', 'a new milestone in his career', 'a septic tank on their property.', 'the main artery in her lungs,', 'the full value of his life.', 'a physical cause for her condition.', 'the young champion for his awareness', 'the critical period after her birth,', 'a cruel note on her car', 'the key witness in their case', 'a golden postbox in his honor.""]', 'a new chapter in his life.', 'the short trip from his gym', ""the visitors' attack on his lonesome."", 'a manic grin on his face', 'a fake bird above his dressing', 'a wasp infestation on his property.', 'a second representation of their body', 'an appellate court for his role', 'a large knot on his head,']"
VBG DT NN IN DT NN,"['realizing the severity of the situation', 'marking the end of the outbreak.', 'bringing a firearm onto a college', 'having a say over the running', 'following the dismissal of the case', 'releasing a sketch of the suspect', 'threatening a woman over the phone,', ""investigating the cause of the accident.']"", 'having another baby during a visit', 'putting a strain on the family', 'using the example of a gay', 'filling the stadium for any football', 'hanging a noose from a tree', 'overcoming a fall during the run', 'endangering the welfare of a child.', ""seeing the humor in the situation.']"", 'following a row outside the block', ""limiting the scope of the state\\'s"", 'skipping a ball across the water', 'endangering the welfare of a child', ""entering the remainder into the company's""]"
NN DT NN IN DT NN,"['place every year on the lawn', 'training this week, with a maximum', 'tragedy, the route through the icefall', 'collie, the snout of a labrador,']"
NNP NNP VBD DT JJ NN,"['Kim Sei-young made a stunning eagle', 'Administration (FDA) held a two-day hearing', 'Conservative Party launched a personal attack', 'Mike Pence signed a follow-up bill', 'Marcelo Bosch landed a long-range penalty', 'Hillary Clinton unveiled a new logo', 'Marko Arnautovic scored a late equalizer', 'Yellow Submarine was a critical success', 'Red Purse contained a £5 coin', 'Miss Sturgeon told a French diplomat', 'Queen Letizia made a glamorous appearance', 'Charles Collins saved an elderly man', 'Alastair Cook scored a much-needed century', 'Bayern Munich suffered a 3-1 defeat', 'Alistair Brownlee made a successful return', 'Australian Derby, became a viral sensation', 'Health Organization put the civilian toll', 'Butte, Montana, ran an illicit adoption', 'Karen Newton, performed an impromptu rendition']"
NNP VBD DT JJ NN IN,"['Cook scored a much-needed century on', 'Porto took a commanding lead through', 'Schweinsteiger was an unused substitute in', 'United had no realistic chance of', 'Google faced an antitrust lawsuit from', 'November, received a warm welcome from', 'Chicago won a tight struggle against', 'Newton, performed an impromptu rendition of', 'Letizia made a glamorous appearance at', 'Party launched a personal attack on', 'Sei-young made a stunning eagle on', 'Brazil was the top country for', '(FDA) held a two-day hearing on', 'Clinton made an unscripted stop at', 'London, documented the true story of', 'Arkansas sparked a national debate over', 'Derby, became a viral sensation after', 'Munich suffered a 3-1 defeat against', 'Bosch landed a long-range penalty in', 'Queen marked the 80th anniversary of', 'Arnautovic scored a late equalizer for']"
TO VB DT NN IN DT,"['to snatch a point for the', 'to control the fight for the', 'to reduce the size of the', 'to locate the source of a', 'to play no part in the', 'to be a dig at a', 'to create the artwork as a', 'to contemplate the balance between the', 'to negotiate a roundabout at the', 'to back the midfielder until the', 'to form another coalition with the', 'to attend the prom with a', 'to mark the centenary of the', 'to make an impact on the', 'to push the bus through the', 'to manage the club under the', 'to counter the influence of the', 'to fake an operation for a', 'to dictate the pace of the']"
DT NN IN DT NN CC,"['a strain on the family and', 'the severity of the situation and', 'the property throughout the search and', 'the history of the bureau, but', 'a shot into the air and', 'the exhumation of the body and', 'the suspect near the mausoleum and', 'the head with a snowbrush and', 'a friend of the family and', 'The motive for the crime and', 'a desire for a divorce and', 'the snout of a labrador, and', 'a sketch of the suspect and', 'a space between the roof and', 'the dismissal of the case and', 'the start of the season and', 'the market as a tourist but', 'an investigation into the incident but', 'a decade in the sport and', 'the balance between the terrifying and', 'a doubt for the game, but']"
IN DT JJ NN IN NN,"['for a new home for him,', ""under the school's code of conduct,"", ""as a 'freakish set of events.'"", 'for a long-term perspective on conservation', 'from a lethal mix of cocaine', 'in the final stage of dementia,', 'through a messy divorce from actress', 'with a clean bill of health.', 'about the primal thrill of violence', 'with a diagonal line across it,', 'with an infected person through coughing', 'with a rare form of kidney', ""with a 'big history' of success."", 'from a secret recipe of chickpeas,', 'as the new face of golf.', 'from a knee injury in time', 'that the original charge of murder', 'for a 30-day moratorium on construction', 'for a long period without treatment.', ""for the organization's staff during cleanups.""]"
VBN IN DT NN IN DT,"['crashed into the engine of a', 'identified as the daughter of a', 'driven through the front of a', 'placed at the foot of the', 'fired by the franchisee after the', 'hit in the face with a', 'waded into the controversy over the', 'spent over a decade in the', 'dubbed as the ""Fight of the', 'thrown from the vehicle before the', 'made by another patient in a', 'inspired by the success of a', 'produced by the team behind the', 'killed by an avalanche in the', 'based on the view from the', 'discovered on the samples, with the', 'involved in the upbringing of the', 'hit in the head with a', 'lived at the farm for the']"
IN NNP NNP IN NNP NNP,"['on Somerton Beach in Adelaide, Australia', 'by Aston Villa, with Jurgen Klopp', 'of Sumner Boulevard, near Triangle Town', 'against Manny Pacquiao in Las Vegas', 'in Public Health at Queen Mary,', 'like Katherine Rusconi in Long Beach,', 'of Gillieston Heights in New South', 'at Upton Park as Marko Arnautovic', 'at Leningrad Zoo in Saint Petersburg.', 'at Real Madrid from Manchester United,', 'at Trent Bridge, with Alex Hales', 'from Guanghui Temple in Zhengdin County,', ""by Martin Demichelis during Manchester City's"", 'over Manchester United at Stamford Bridge', 'by Brad Allan in Cape York,']"
NNP NNP NNP NNP NNP CC,"['New Yorkers Sandy Dee Hall and', 'Fabro, Marco Silvestri, Souleymane Doukara and', 'England (63%), West Midlands (47%), and', 'Ford, Dave Attwood, Jonathan Joseph, and', 'Audrey Blue, Cotton On, H&M, and', 'Real Madrid, Paris St Germain, and', 'Walking Dead, Breaking Bad, Vikings, and', ""Arsenal's Jack Wilshere, Mikel Arteta, and"", 'Brando, Harrison Ford, Neil Armstrong, and', 'Owen, Robbie Fowler, Steve McManaman, and', 'Verbier, Colorado, Greece, New York, and', 'Retrievers, Shih Tzus, Yorkshire Terriers, and', 'Muguruza, Madison Brengle, Lucie Safarova, and', 'Hull City, Queens Park Rangers, and', 'Benzema, Gareth Bale, Luka Modric, and', 'Turkey, France, Belgium, Malaysia, Thailand, and', 'Jordan Driver, David Elliot Moran, and', 'Halep, Petra Kvitova, Caroline Wozniacki, and']"
IN DT NNP NNP NNP NNP,"['from the Environmental Protection Agency (EPA)', 'outside the Sensitive Needs Housing Unit,', 'at the Sydney Opera House, Professor', 'in the East Midlands (64%), North', 'in the Sensitive Needs Housing Unit,', '["" The Scottish Football Association (SFA)', 'of the Scottish National Party (SNP),', 'from the Major Collision Investigation Unit', 'under the Fenway Sports Group (FSG)', 'that the Scottish National Party (SNP)', 'at the Great Ormond Street Hospital', 'at the Nina Mason Pulliam Recreation', '["" The Crown Prosecution Service (CPS)', 'for the European Rugby Champions Cup', 'during the Antelope Island Buffalo Run']"
IN PRP$ NN IN DT NN,"['from his rucksack for the purpose', 'for his role in the random', 'in his mouth during a match', 'against his family through the medium', 'with his crutch during a confrontation,', ""for their role in the show\\'s"", 'on her bed with a knife', 'at her reflection in a mirror,', 'of her collection in an exhibition', 'behind her back at the foot', 'with her husband under any circumstances,', 'on his eye after a clash', 'of their body in the brain.', 'on their impact on the sport', 'about his preparation for the fight']"
NNS IN DT JJ NN IN,"['movements with a robotic device while', 'duels than any other team in', 'teams in the bottom half of', 'relies on the same mechanism as', 'tourists in a winning position with', 'semi-finals for the first time since', ""absences as a 'freakish set of"", ""decisions about the show\\'s return in"", 'designers for a month-long event before', 'arms under a green raincoat on', 'weeks before the 100th anniversary of', 'images of the wacky vessel in', 'rocks around a mile west of', 'prices than any other country for', 'passengers on the stranded service at', 'others with a hidden camera in', 'advocates for a long-term perspective on', 'goals than any other player in']"
NN NN IN DT NN IN,"['rioting spread throughout the city, with', 'yacht race at the age of', 'foster mother at the time of', 'cruise ship off the coast of', 'alcohol poisoning at the age of', 'meter tall with a circumference of', 'mystery illness since the age of', 'refueling probe into the hose of', 'state control over the distribution of', 'death penalty off the table for', 'plastic bin inside a closet at', 'meta mockumentary about the making of', ""club\\'s chairman at the time of"", 'kidney cancer at the age of', 'death penalty for the murder of', ""facility's defenses, with the assistance of""]"
NNP NNP NNP IN NNP NNP,"['World Triathlon Series in Cape Town,', 'Carroll High School in Monroe, Louisiana,', 'Walter Lamer Scott, by North Charleston', ""Hog's Breath Café in Aspley, Australia,"", 'Water Temple Fair in Jiangnan, China,', 'Eastern High School in Louisville, Kentucky,', 'Wayne Community College in Goldsboro, North', 'Lenox Hill Hospital in New York', 'John Pat Cunningham in Northern Ireland', 'South Wales, Australia, on Anzac Day.', ""St. Mary's Hospital in Paddington, London,"", '""The Eureka Factor"" by John Kounios', 'Manor Primary School in Tewkesbury, Gloucestershire.', ""Dr. John Meara of Boston Children's"", 'Art Reproductive Center in Beverly Hills', '(64%), North East of England (63%),', 'Cars Getting Coffee"" with Jerry Seinfeld,', 'International Luxury Conference in Florence, Italy,', 'Chief Ray Manchester of Volusia County']"
